<<<<<<< HEAD
 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Journeys originating on NR,,,,,,,,,,
From,,To,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday Total
598,Harrow-on-the-Hill            ,748,Watford                       ,0,0,0,0,64,48,112
598,Harrow-on-the-Hill            ,752,Wembley Park                  ,0,2,1,0,0,0,3
598,Harrow-on-the-Hill            ,759,West Harrow                   ,0,0,0,48,0,0,48
598,Harrow-on-the-Hill            ,765,Willesden Green               ,0,0,0,19,0,0,19
780,Heathrow Terminals 123        ,718,Charing Cross                 ,0,0,1,0,0,0,1
780,Heathrow Terminals 123        ,562,Earl's Court                  ,24,28,0,0,0,0,51
780,Heathrow Terminals 123        ,574,Euston                        ,0,0,13,26,0,0,39
780,Heathrow Terminals 123        ,594,Hampstead                     ,0,0,0,0,28,0,28
780,Heathrow Terminals 123        ,779,Hatton Cross                  ,4,9,0,3,0,0,16
780,Heathrow Terminals 123        ,625,King's Cross St. Pancras      ,0,0,0,0,3,0,3
780,Heathrow Terminals 123        ,635,London Bridge                 ,0,49,0,0,0,0,49
780,Heathrow Terminals 123        ,655,Northfields                   ,0,0,17,0,0,0,17
780,Heathrow Terminals 123        ,784,Southwark                     ,0,0,2,0,0,0,2
780,Heathrow Terminals 123        ,731,Tower Hill                    ,0,0,9,0,0,0,9
603,Highbury & Islington          ,503,Aldgate East                  ,0,0,0,0,28,126,154
603,Highbury & Islington          ,508,Archway                       ,0,0,0,0,61,0,61
603,Highbury & Islington          ,509,Arnos Grove                   ,0,0,0,2,0,81,83
603,Highbury & Islington          ,511,Baker Street                  ,0,14,3,0,0,0,17
603,Highbury & Islington          ,512,Balham                        ,0,0,0,53,0,0,53
603,Highbury & Islington          ,513,Bank / Monument               ,0,0,25,0,0,0,25
603,Highbury & Islington          ,501,Barbican                      ,0,0,0,0,32,0,32
603,Highbury & Islington          ,516,Barons Court                  ,0,0,0,0,4,0,4
603,Highbury & Islington          ,522,Blackhorse Road               ,2,48,91,35,55,27,259
603,Highbury & Islington          ,524,Bond Street                   ,0,2,30,0,0,0,31
603,Highbury & Islington          ,527,Bounds Green                  ,0,76,218,26,4,3,328
603,Highbury & Islington          ,778,Brixton                       ,137,89,304,286,8,0,824
603,Highbury & Islington          ,535,Camden Town                   ,0,0,0,0,43,0,43
603,Highbury & Islington          ,852,Canary Wharf                  ,217,146,0,18,0,0,380
603,Highbury & Islington          ,884,Canning Town                  ,29,18,465,0,0,0,512
603,Highbury & Islington          ,541,Chancery Lane                 ,0,0,143,0,0,0,143
603,Highbury & Islington          ,718,Charing Cross                 ,0,63,7,226,0,0,295
603,Highbury & Islington          ,550,Cockfosters                   ,0,21,0,0,0,0,21
603,Highbury & Islington          ,551,Colindale                     ,0,0,76,0,0,0,76
603,Highbury & Islington          ,553,Covent Garden                 ,0,0,246,0,8,0,253
603,Highbury & Islington          ,565,East Finchley                 ,0,0,0,79,0,0,79
603,Highbury & Islington          ,566,East Ham                      ,0,0,5,0,0,0,5
603,Highbury & Islington          ,774,Edgware Road (Bak)            ,0,0,13,0,0,0,13
603,Highbury & Islington          ,569,Edgware Road (Cir)            ,23,33,0,21,7,0,84
603,Highbury & Islington          ,570,Elephant & Castle             ,0,0,0,1,19,0,20
603,Highbury & Islington          ,542,Embankment                    ,0,24,0,0,0,0,24
603,Highbury & Islington          ,574,Euston                        ,13,380,306,795,52,0,1546
603,Highbury & Islington          ,577,Farringdon                    ,0,47,33,43,0,0,123
603,Highbury & Islington          ,580,Finsbury Park                 ,40,824,1903,773,369,139,4048
603,Highbury & Islington          ,586,Goodge Street                 ,0,0,2,0,58,0,60
603,Highbury & Islington          ,590,Green Park                    ,165,960,127,10,13,0,1275
603,Highbury & Islington          ,589,Greenford                     ,0,0,0,1,0,0,1
603,Highbury & Islington          ,593,Hammersmith (Dis)             ,0,57,0,0,0,0,57
603,Highbury & Islington          ,596,Harlesden                     ,6,20,0,0,0,0,26
603,Highbury & Islington          ,598,Harrow-on-the-Hill            ,0,0,0,105,0,0,105
603,Highbury & Islington          ,783,Heathrow Terminal 5           ,0,0,314,0,0,0,314
603,Highbury & Islington          ,780,Heathrow Terminals 123        ,0,114,0,237,0,0,351
603,Highbury & Islington          ,605,High Street Kensington        ,0,244,0,0,0,0,244
603,Highbury & Islington          ,607,Holborn                       ,9,156,3,187,0,0,355
603,Highbury & Islington          ,608,Holland Park                  ,0,6,95,0,0,0,101
603,Highbury & Islington          ,611,Hounslow Central              ,0,1,0,0,0,0,1
603,Highbury & Islington          ,613,Hounslow West                 ,0,0,0,0,4,0,4
603,Highbury & Islington          ,616,Kennington                    ,0,0,0,1,0,0,1
603,Highbury & Islington          ,619,Kentish Town                  ,0,0,0,0,0,0,0
603,Highbury & Islington          ,621,Kew Gardens                   ,0,4,3,0,0,0,7
603,Highbury & Islington          ,625,King's Cross St. Pancras      ,70,1018,792,761,1084,0,3726
603,Highbury & Islington          ,626,Knightsbridge                 ,0,0,14,0,0,0,14
603,Highbury & Islington          ,628,Lambeth North                 ,0,0,0,51,0,0,51
603,Highbury & Islington          ,630,Latimer Road                  ,0,42,0,0,0,0,42
603,Highbury & Islington          ,631,Leicester Square              ,0,230,0,0,0,0,230
603,Highbury & Islington          ,633,Leytonstone                   ,0,20,0,0,0,0,20
603,Highbury & Islington          ,638,Manor House                   ,0,40,111,0,72,148,371
603,Highbury & Islington          ,640,Marble Arch                   ,0,1,4,0,0,0,5
603,Highbury & Islington          ,645,Moorgate                      ,59,299,0,873,0,0,1232
603,Highbury & Islington          ,648,Mornington Crescent           ,0,29,0,0,0,0,29
603,Highbury & Islington          ,653,North Acton                   ,0,4,0,0,0,0,4
603,Highbury & Islington          ,789,North Greenwich               ,14,3,0,0,0,0,17
603,Highbury & Islington          ,662,Northwood Hills               ,0,0,0,84,0,0,84
603,Highbury & Islington          ,663,Notting Hill Gate             ,0,0,0,99,0,0,99
603,Highbury & Islington          ,664,Oakwood                       ,0,0,1,0,1,3,5
603,Highbury & Islington          ,665,Old Street                    ,0,76,36,0,0,0,111
603,Highbury & Islington          ,668,Oval                          ,0,0,0,0,0,0,0
603,Highbury & Islington          ,669,Oxford Circus                 ,19,1508,240,631,198,0,2597
603,Highbury & Islington          ,670,Paddington                    ,0,89,4,7,0,0,100
603,Highbury & Islington          ,672,Parsons Green                 ,0,0,46,0,0,0,46
603,Highbury & Islington          ,674,Piccadilly Circus             ,0,310,8,0,0,0,318
603,Highbury & Islington          ,776,Pimlico                       ,12,436,0,0,0,3,451
603,Highbury & Islington          ,685,Regent's Park                 ,0,0,0,0,0,0,0
603,Highbury & Islington          ,686,Richmond                      ,0,57,0,0,2,0,59
603,Highbury & Islington          ,690,Royal Oak                     ,0,0,0,0,0,0,0
603,Highbury & Islington          ,694,Russell Square                ,0,0,4,0,0,0,5
603,Highbury & Islington          ,698,Seven Sisters                 ,59,165,192,202,756,279,1653
603,Highbury & Islington          ,700,Shepherd's Bush (Cen)         ,0,0,15,0,0,0,15
603,Highbury & Islington          ,702,Sloane Square                 ,0,3,82,342,0,0,427
603,Highbury & Islington          ,703,Snaresbrook                   ,0,0,1,8,0,0,8
603,Highbury & Islington          ,708,South Kensington              ,50,328,4,0,0,0,382
603,Highbury & Islington          ,710,South Ruislip                 ,0,0,0,0,26,0,26
603,Highbury & Islington          ,706,Southgate                     ,0,7,52,343,119,0,521
603,Highbury & Islington          ,784,Southwark                     ,38,77,0,0,0,0,115
603,Highbury & Islington          ,695,St. James's Park              ,1,60,0,0,0,0,61
603,Highbury & Islington          ,716,Stockwell                     ,0,0,0,0,0,120,120
603,Highbury & Islington          ,719,Stratford                     ,10,137,2,1374,0,0,1522
603,Highbury & Islington          ,726,Tooting Bec                   ,0,0,0,53,0,0,53
603,Highbury & Islington          ,728,Tottenham Court Road          ,0,1,61,0,0,0,63
603,Highbury & Islington          ,729,Tottenham Hale                ,10,55,50,227,58,0,400
603,Highbury & Islington          ,731,Tower Hill                    ,11,25,0,0,0,0,36
603,Highbury & Islington          ,735,Turnpike Lane                 ,0,110,95,732,302,0,1238
603,Highbury & Islington          ,777,Vauxhall                      ,84,865,106,116,22,5,1198
603,Highbury & Islington          ,741,Victoria                      ,87,434,481,368,94,201,1665
603,Highbury & Islington          ,742,Walthamstow Central           ,0,119,294,123,84,0,620
603,Highbury & Islington          ,745,Warren Street                 ,0,1122,366,158,0,0,1645
603,Highbury & Islington          ,747,Waterloo                      ,0,146,28,2,6,0,182
603,Highbury & Islington          ,751,Wembley Central               ,0,14,0,0,0,0,14
603,Highbury & Islington          ,755,West Brompton                 ,0,0,0,0,0,0,1
603,Highbury & Islington          ,760,West Kensington               ,0,0,32,0,0,67,98
603,Highbury & Islington          ,754,Westbourne Park               ,0,53,0,0,18,0,71
603,Highbury & Islington          ,761,Westminster                   ,18,110,7,0,0,0,135
603,Highbury & Islington          ,764,White City                    ,0,155,48,0,0,0,203
603,Highbury & Islington          ,763,Whitechapel                   ,0,431,23,17,3,6,481
603,Highbury & Islington          ,766,Willesden Junction            ,0,0,0,14,0,0,14
603,Highbury & Islington          ,770,Wood Green                    ,0,303,243,253,134,395,1328
603,Highbury & Islington          ,771,Woodside Park                 ,2,2,0,0,0,0,5
617,Kensal Green                  ,718,Charing Cross                 ,0,9,0,0,0,0,9
617,Kensal Green                  ,628,Lambeth North                 ,0,0,1,0,0,0,1
619,Kentish Town                  ,507,Angel                         ,0,0,18,0,0,0,18
619,Kentish Town                  ,508,Archway                       ,22,107,34,40,19,0,222
619,Kentish Town                  ,513,Bank / Monument               ,0,0,0,0,10,0,10
619,Kentish Town                  ,519,Belsize Park                  ,0,38,0,0,0,0,38
619,Kentish Town                  ,535,Camden Town                   ,0,44,83,0,27,0,154
619,Kentish Town                  ,540,Chalk Farm                    ,0,1,2,0,0,0,2
619,Kentish Town                  ,718,Charing Cross                 ,0,2,0,3,0,0,5
619,Kentish Town                  ,547,Clapham Common                ,0,0,0,0,21,28,49
619,Kentish Town                  ,565,East Finchley                 ,0,0,51,171,3,0,225
619,Kentish Town                  ,574,Euston                        ,0,20,0,0,0,0,20
619,Kentish Town                  ,578,Finchley Central              ,0,18,76,52,0,0,146
619,Kentish Town                  ,586,Goodge Street                 ,4,123,10,0,0,0,137
619,Kentish Town                  ,602,High Barnet                   ,0,0,0,13,0,0,13
619,Kentish Town                  ,604,Highgate                      ,0,22,0,0,45,13,80
619,Kentish Town                  ,635,London Bridge                 ,0,0,0,5,0,0,5
619,Kentish Town                  ,645,Moorgate                      ,0,0,25,0,0,0,25
619,Kentish Town                  ,648,Mornington Crescent           ,14,165,10,20,0,0,209
619,Kentish Town                  ,665,Old Street                    ,0,0,12,0,0,0,12
619,Kentish Town                  ,776,Pimlico                       ,0,20,0,0,0,0,20
619,Kentish Town                  ,708,South Kensington              ,0,0,13,0,0,0,13
619,Kentish Town                  ,711,South Wimbledon               ,0,0,4,0,0,0,4
619,Kentish Town                  ,728,Tottenham Court Road          ,0,0,163,134,0,0,296
619,Kentish Town                  ,730,Totteridge & Whetstone        ,0,56,0,29,0,11,96
619,Kentish Town                  ,731,Tower Hill                    ,0,4,1,0,0,0,5
619,Kentish Town                  ,733,Tufnell Park                  ,0,41,0,0,24,0,65
619,Kentish Town                  ,741,Victoria                      ,5,122,0,0,0,0,127
619,Kentish Town                  ,745,Warren Street                 ,0,12,0,0,0,0,12
619,Kentish Town                  ,756,West Finchley                 ,0,0,0,34,0,0,34
619,Kentish Town                  ,771,Woodside Park                 ,0,0,66,131,56,0,253
621,Kew Gardens                   ,574,Euston                        ,0,0,0,23,0,0,23
621,Kew Gardens                   ,590,Green Park                    ,0,0,0,0,0,0,0
621,Kew Gardens                   ,605,High Street Kensington        ,0,0,2,0,0,0,2
621,Kew Gardens                   ,603,Highbury & Islington          ,0,0,1,0,0,0,1
621,Kew Gardens                   ,686,Richmond                      ,0,0,0,16,0,0,16
621,Kew Gardens                   ,731,Tower Hill                    ,0,0,0,24,0,0,24
621,Kew Gardens                   ,741,Victoria                      ,0,0,0,1,0,0,1
621,Kew Gardens                   ,763,Whitechapel                   ,0,0,55,0,0,0,55
622,Kilburn                       ,649,Neasden                       ,0,0,0,23,32,0,56
622,Kilburn                       ,675,Pinner                        ,0,0,44,0,0,0,44
622,Kilburn                       ,740,Uxbridge                      ,0,0,20,0,0,0,20
625,King's Cross St. Pancras      ,500,Acton Town                    ,0,0,0,0,68,72,140
625,King's Cross St. Pancras      ,502,Aldgate                       ,46,463,86,0,109,0,704
625,King's Cross St. Pancras      ,503,Aldgate East                  ,0,25,8,22,83,131,270
625,King's Cross St. Pancras      ,506,Amersham                      ,0,0,0,134,0,0,135
625,King's Cross St. Pancras      ,507,Angel                         ,1,146,288,237,37,0,709
625,King's Cross St. Pancras      ,508,Archway                       ,0,28,70,12,21,0,132
625,King's Cross St. Pancras      ,509,Arnos Grove                   ,1,43,109,0,0,0,153
625,King's Cross St. Pancras      ,510,Arsenal                       ,0,20,0,0,0,0,20
625,King's Cross St. Pancras      ,511,Baker Street                  ,25,906,221,131,44,6,1333
625,King's Cross St. Pancras      ,512,Balham                        ,0,0,38,53,144,0,235
625,King's Cross St. Pancras      ,513,Bank / Monument               ,292,2048,613,169,25,28,3176
625,King's Cross St. Pancras      ,501,Barbican                      ,61,467,157,54,5,1,744
625,King's Cross St. Pancras      ,514,Barking                       ,0,0,0,13,2,2,16
625,King's Cross St. Pancras      ,515,Barkingside                   ,0,0,20,0,0,0,20
625,King's Cross St. Pancras      ,516,Barons Court                  ,0,3,58,117,35,0,212
625,King's Cross St. Pancras      ,517,Bayswater                     ,0,80,72,10,0,0,162
625,King's Cross St. Pancras      ,518,Becontree                     ,0,4,0,0,0,0,4
625,King's Cross St. Pancras      ,519,Belsize Park                  ,4,53,124,72,60,14,327
625,King's Cross St. Pancras      ,787,Bermondsey                    ,0,2,0,0,17,0,19
625,King's Cross St. Pancras      ,520,Bethnal Green                 ,0,19,7,0,0,0,27
625,King's Cross St. Pancras      ,521,Blackfriars                   ,0,0,0,0,0,50,50
625,King's Cross St. Pancras      ,524,Bond Street                   ,22,27,36,0,0,0,85
625,King's Cross St. Pancras      ,525,Borough                       ,6,133,21,0,50,9,219
625,King's Cross St. Pancras      ,526,Boston Manor                  ,0,0,0,0,32,0,32
625,King's Cross St. Pancras      ,527,Bounds Green                  ,0,0,56,0,2,0,57
625,King's Cross St. Pancras      ,528,Bow Road                      ,0,0,0,20,18,0,38
625,King's Cross St. Pancras      ,778,Brixton                       ,0,0,141,492,327,0,959
625,King's Cross St. Pancras      ,530,Bromley-by-Bow                ,4,6,6,5,0,0,21
625,King's Cross St. Pancras      ,531,Buckhurst Hill                ,0,26,0,9,0,0,35
625,King's Cross St. Pancras      ,534,Caledonian Road               ,5,98,5,11,17,0,135
625,King's Cross St. Pancras      ,535,Camden Town                   ,3,201,42,268,198,90,803
625,King's Cross St. Pancras      ,788,Canada Water                  ,0,0,0,135,43,0,178
625,King's Cross St. Pancras      ,852,Canary Wharf                  ,65,291,54,2,0,0,412
625,King's Cross St. Pancras      ,884,Canning Town                  ,0,0,0,0,21,43,63
625,King's Cross St. Pancras      ,537,Canons Park                   ,0,0,0,0,61,0,61
625,King's Cross St. Pancras      ,539,Chalfont & Latimer            ,0,0,3,0,0,0,3
625,King's Cross St. Pancras      ,540,Chalk Farm                    ,16,109,27,0,5,0,157
625,King's Cross St. Pancras      ,541,Chancery Lane                 ,13,5,116,0,0,0,133
625,King's Cross St. Pancras      ,718,Charing Cross                 ,3,150,169,50,0,0,372
625,King's Cross St. Pancras      ,543,Chesham                       ,0,0,32,0,0,0,32
625,King's Cross St. Pancras      ,545,Chiswick Park                 ,0,53,0,0,4,0,57
625,King's Cross St. Pancras      ,547,Clapham Common                ,0,2,0,5,1,0,9
625,King's Cross St. Pancras      ,548,Clapham North                 ,0,0,46,48,164,63,321
625,King's Cross St. Pancras      ,549,Clapham South                 ,0,0,44,0,5,0,49
625,King's Cross St. Pancras      ,550,Cockfosters                   ,0,0,0,0,5,0,5
625,King's Cross St. Pancras      ,551,Colindale                     ,6,20,8,13,0,0,48
625,King's Cross St. Pancras      ,552,Colliers Wood                 ,0,0,186,0,0,0,186
625,King's Cross St. Pancras      ,553,Covent Garden                 ,19,629,745,423,0,0,1817
625,King's Cross St. Pancras      ,554,Croxley                       ,0,0,17,0,0,0,17
625,King's Cross St. Pancras      ,556,Dagenham Heathway             ,0,0,0,0,0,52,52
625,King's Cross St. Pancras      ,557,Debden                        ,0,29,0,0,0,0,29
625,King's Cross St. Pancras      ,558,Dollis Hill                   ,0,24,0,0,18,0,42
625,King's Cross St. Pancras      ,560,Ealing Broadway               ,0,167,71,0,127,0,366
625,King's Cross St. Pancras      ,561,Ealing Common                 ,0,0,0,64,8,0,72
625,King's Cross St. Pancras      ,562,Earl's Court                  ,16,70,231,348,11,77,753
625,King's Cross St. Pancras      ,563,East Acton                    ,0,83,11,0,0,0,94
625,King's Cross St. Pancras      ,565,East Finchley                 ,8,11,58,9,40,55,182
625,King's Cross St. Pancras      ,567,East Putney                   ,7,25,15,0,0,21,69
625,King's Cross St. Pancras      ,564,Eastcote                      ,0,0,0,27,0,0,27
625,King's Cross St. Pancras      ,568,Edgware                       ,1,8,25,13,68,0,114
625,King's Cross St. Pancras      ,774,Edgware Road (Bak)            ,0,0,38,0,0,0,38
625,King's Cross St. Pancras      ,569,Edgware Road (Cir)            ,23,505,214,19,109,97,966
625,King's Cross St. Pancras      ,570,Elephant & Castle             ,5,98,59,55,1,0,219
625,King's Cross St. Pancras      ,542,Embankment                    ,6,508,186,0,0,0,700
625,King's Cross St. Pancras      ,574,Euston                        ,40,201,290,1072,283,0,1885
625,King's Cross St. Pancras      ,575,Euston Square                 ,0,87,146,0,0,0,233
625,King's Cross St. Pancras      ,577,Farringdon                    ,6,382,118,9,0,3,519
625,King's Cross St. Pancras      ,578,Finchley Central              ,0,26,0,155,42,0,224
625,King's Cross St. Pancras      ,579,Finchley Road                 ,5,199,35,0,79,142,459
625,King's Cross St. Pancras      ,580,Finsbury Park                 ,3,86,134,153,108,38,521
625,King's Cross St. Pancras      ,581,Fulham Broadway               ,0,0,237,0,0,0,237
625,King's Cross St. Pancras      ,583,Gloucester Road               ,3,90,767,205,57,0,1122
625,King's Cross St. Pancras      ,584,Golders Green                 ,0,0,27,147,29,66,268
625,King's Cross St. Pancras      ,585,Goldhawk Road                 ,5,8,0,0,0,0,14
625,King's Cross St. Pancras      ,586,Goodge Street                 ,0,35,26,0,0,0,61
625,King's Cross St. Pancras      ,588,Great Portland Street         ,20,708,249,1,37,22,1036
625,King's Cross St. Pancras      ,590,Green Park                    ,40,925,1090,96,38,0,2189
625,King's Cross St. Pancras      ,589,Greenford                     ,0,0,33,100,0,0,134
625,King's Cross St. Pancras      ,591,Gunnersbury                   ,0,0,0,2,0,1,3
625,King's Cross St. Pancras      ,593,Hammersmith (Dis)             ,6,290,17,235,18,33,598
625,King's Cross St. Pancras      ,773,Hammersmith (H&C)             ,4,62,6,132,0,0,204
625,King's Cross St. Pancras      ,594,Hampstead                     ,0,27,37,16,53,0,132
625,King's Cross St. Pancras      ,595,Hanger Lane                   ,10,22,0,0,0,0,32
625,King's Cross St. Pancras      ,598,Harrow-on-the-Hill            ,9,126,96,0,67,0,298
625,King's Cross St. Pancras      ,779,Hatton Cross                  ,0,3,57,0,0,0,60
625,King's Cross St. Pancras      ,780,Heathrow Terminals 123        ,24,35,311,84,0,0,455
625,King's Cross St. Pancras      ,601,Hendon Central                ,0,24,25,0,6,36,91
625,King's Cross St. Pancras      ,605,High Street Kensington        ,20,342,43,40,0,5,450
625,King's Cross St. Pancras      ,603,Highbury & Islington          ,48,619,309,446,516,50,1989
625,King's Cross St. Pancras      ,604,Highgate                      ,0,10,130,31,33,59,264
625,King's Cross St. Pancras      ,606,Hillingdon                    ,0,0,0,0,21,0,21
625,King's Cross St. Pancras      ,607,Holborn                       ,23,1140,439,86,29,13,1731
625,King's Cross St. Pancras      ,608,Holland Park                  ,0,13,0,0,0,0,13
625,King's Cross St. Pancras      ,609,Holloway Road                 ,4,183,112,21,23,42,385
625,King's Cross St. Pancras      ,611,Hounslow Central              ,6,6,0,37,0,0,50
625,King's Cross St. Pancras      ,612,Hounslow East                 ,0,24,0,0,0,0,24
625,King's Cross St. Pancras      ,613,Hounslow West                 ,0,15,4,0,0,0,19
625,King's Cross St. Pancras      ,614,Hyde Park Corner              ,1,157,132,0,0,0,290
625,King's Cross St. Pancras      ,616,Kennington                    ,0,1,0,0,75,1,77
625,King's Cross St. Pancras      ,617,Kensal Green                  ,0,0,7,0,0,0,7
625,King's Cross St. Pancras      ,619,Kentish Town                  ,0,0,11,25,24,0,60
625,King's Cross St. Pancras      ,621,Kew Gardens                   ,0,7,21,0,0,0,28
625,King's Cross St. Pancras      ,622,Kilburn                       ,0,2,0,2,0,0,4
625,King's Cross St. Pancras      ,623,Kilburn Park                  ,0,0,17,0,0,0,17
625,King's Cross St. Pancras      ,624,Kingsbury                     ,0,0,20,0,2,0,23
625,King's Cross St. Pancras      ,626,Knightsbridge                 ,9,527,477,0,60,0,1073
625,King's Cross St. Pancras      ,627,Ladbroke Grove                ,6,71,106,10,17,15,225
625,King's Cross St. Pancras      ,628,Lambeth North                 ,5,187,62,0,12,0,266
625,King's Cross St. Pancras      ,629,Lancaster Gate                ,2,77,5,259,0,0,343
625,King's Cross St. Pancras      ,630,Latimer Road                  ,0,4,3,0,0,0,7
625,King's Cross St. Pancras      ,631,Leicester Square              ,35,421,768,620,0,0,1843
625,King's Cross St. Pancras      ,632,Leyton                        ,0,31,0,11,99,6,147
625,King's Cross St. Pancras      ,633,Leytonstone                   ,0,0,6,46,0,0,51
625,King's Cross St. Pancras      ,634,Liverpool Street              ,48,840,375,173,85,6,1527
625,King's Cross St. Pancras      ,635,London Bridge                 ,42,1103,1401,287,245,460,3537
625,King's Cross St. Pancras      ,637,Maida Vale                    ,0,10,0,0,0,0,10
625,King's Cross St. Pancras      ,638,Manor House                   ,0,28,0,21,67,83,199
625,King's Cross St. Pancras      ,639,Mansion House                 ,0,0,95,0,0,0,95
625,King's Cross St. Pancras      ,640,Marble Arch                   ,8,56,228,268,24,16,600
625,King's Cross St. Pancras      ,641,Marylebone                    ,4,79,1,102,5,0,191
625,King's Cross St. Pancras      ,642,Mile End                      ,6,14,16,42,2,6,87
625,King's Cross St. Pancras      ,645,Moorgate                      ,51,922,155,0,0,0,1128
625,King's Cross St. Pancras      ,647,Morden                        ,0,0,106,6,0,0,112
625,King's Cross St. Pancras      ,648,Mornington Crescent           ,0,0,16,0,0,0,16
625,King's Cross St. Pancras      ,649,Neasden                       ,0,0,0,31,0,0,31
625,King's Cross St. Pancras      ,650,Newbury Park                  ,0,3,0,0,70,0,73
625,King's Cross St. Pancras      ,653,North Acton                   ,7,191,0,0,0,0,198
625,King's Cross St. Pancras      ,789,North Greenwich               ,0,40,94,388,88,0,610
625,King's Cross St. Pancras      ,655,Northfields                   ,2,10,3,12,0,0,27
625,King's Cross St. Pancras      ,660,Northwick Park                ,0,71,0,0,25,41,137
625,King's Cross St. Pancras      ,662,Northwood Hills               ,0,0,0,24,0,0,24
625,King's Cross St. Pancras      ,663,Notting Hill Gate             ,20,191,41,13,64,62,390
625,King's Cross St. Pancras      ,665,Old Street                    ,25,758,343,247,64,0,1437
625,King's Cross St. Pancras      ,667,Osterley                      ,13,31,0,0,0,0,44
625,King's Cross St. Pancras      ,668,Oval                          ,2,25,12,0,17,0,56
625,King's Cross St. Pancras      ,669,Oxford Circus                 ,85,1088,905,194,124,28,2425
625,King's Cross St. Pancras      ,670,Paddington                    ,126,1371,1316,605,196,46,3659
625,King's Cross St. Pancras      ,672,Parsons Green                 ,0,0,0,35,0,0,35
625,King's Cross St. Pancras      ,674,Piccadilly Circus             ,19,695,752,195,162,0,1822
625,King's Cross St. Pancras      ,776,Pimlico                       ,2,371,154,10,15,0,552
625,King's Cross St. Pancras      ,675,Pinner                        ,0,0,0,0,8,0,8
625,King's Cross St. Pancras      ,677,Preston Road                  ,0,0,0,39,0,0,39
625,King's Cross St. Pancras      ,678,Putney Bridge                 ,0,2,145,49,0,0,196
625,King's Cross St. Pancras      ,680,Queen's Park                  ,0,3,23,0,0,0,26
625,King's Cross St. Pancras      ,679,Queensbury                    ,0,0,146,0,0,0,146
625,King's Cross St. Pancras      ,681,Queensway                     ,2,26,27,0,0,0,55
625,King's Cross St. Pancras      ,682,Ravenscourt Park              ,0,0,41,0,0,0,41
625,King's Cross St. Pancras      ,684,Redbridge                     ,0,0,2,0,0,0,2
625,King's Cross St. Pancras      ,685,Regent's Park                 ,0,0,0,45,0,0,45
625,King's Cross St. Pancras      ,686,Richmond                      ,0,0,0,0,10,0,10
625,King's Cross St. Pancras      ,687,Rickmansworth                 ,0,0,6,239,0,0,245
625,King's Cross St. Pancras      ,690,Royal Oak                     ,0,19,4,0,0,0,23
625,King's Cross St. Pancras      ,691,Ruislip                       ,0,0,4,0,0,0,4
625,King's Cross St. Pancras      ,694,Russell Square                ,3,118,209,65,0,0,395
625,King's Cross St. Pancras      ,698,Seven Sisters                 ,92,452,25,4,8,0,581
625,King's Cross St. Pancras      ,700,Shepherd's Bush (Cen)         ,0,0,242,0,0,0,242
625,King's Cross St. Pancras      ,775,Shepherd's Bush Market        ,0,30,2,126,25,1,183
625,King's Cross St. Pancras      ,702,Sloane Square                 ,3,319,63,23,0,0,408
625,King's Cross St. Pancras      ,703,Snaresbrook                   ,0,0,18,0,2,0,20
625,King's Cross St. Pancras      ,704,South Ealing                  ,0,0,0,12,0,0,12
625,King's Cross St. Pancras      ,708,South Kensington              ,28,561,1383,385,139,1,2497
625,King's Cross St. Pancras      ,710,South Ruislip                 ,0,0,0,10,0,0,10
625,King's Cross St. Pancras      ,711,South Wimbledon               ,0,0,124,0,0,0,124
625,King's Cross St. Pancras      ,712,South Woodford                ,0,0,9,53,0,0,62
625,King's Cross St. Pancras      ,705,Southfields                   ,0,0,94,4,0,0,98
625,King's Cross St. Pancras      ,706,Southgate                     ,0,49,0,6,19,0,74
625,King's Cross St. Pancras      ,784,Southwark                     ,0,69,123,0,0,0,192
625,King's Cross St. Pancras      ,695,St. James's Park              ,15,556,219,24,49,0,864
625,King's Cross St. Pancras      ,696,St. John's Wood               ,0,24,20,0,0,0,45
625,King's Cross St. Pancras      ,697,St. Paul's                    ,0,33,267,0,0,7,307
625,King's Cross St. Pancras      ,713,Stamford Brook                ,0,0,0,22,0,0,22
625,King's Cross St. Pancras      ,714,Stanmore                      ,0,0,0,15,0,0,15
625,King's Cross St. Pancras      ,715,Stepney Green                 ,0,18,8,22,0,2,50
625,King's Cross St. Pancras      ,716,Stockwell                     ,0,34,27,0,32,2,95
625,King's Cross St. Pancras      ,719,Stratford                     ,15,24,14,0,5,2,60
625,King's Cross St. Pancras      ,720,Sudbury Hill                  ,0,5,0,0,0,0,5
625,King's Cross St. Pancras      ,721,Sudbury Town                  ,0,0,57,0,0,0,57
625,King's Cross St. Pancras      ,723,Swiss Cottage                 ,0,1,0,39,0,0,40
625,King's Cross St. Pancras      ,724,Temple                        ,0,13,0,48,0,0,60
625,King's Cross St. Pancras      ,726,Tooting Bec                   ,0,0,14,8,55,0,78
625,King's Cross St. Pancras      ,727,Tooting Broadway              ,0,66,289,126,0,2,483
625,King's Cross St. Pancras      ,728,Tottenham Court Road          ,0,93,221,21,0,0,334
625,King's Cross St. Pancras      ,729,Tottenham Hale                ,0,11,116,140,88,0,355
625,King's Cross St. Pancras      ,730,Totteridge & Whetstone        ,0,0,0,0,46,0,46
