NLC,Station,timePeriod,Total,Commuter,Leisure,Tourist,Notknown
656,NorthHarrow,Totalday,3406,2406,615,31,355
659,NorthWembley,Early,29,4,0,0,25
659,NorthWembley,AMpeak,281,247,1,0,32
659,NorthWembley,Midday,279,202,42,17,18
659,NorthWembley,PMPeak,781,427,8,63,283
659,NorthWembley,Evening,480,376,44,32,29
659,NorthWembley,Late,229,77,12,0,141
659,NorthWembley,Totalday,2079,1333,107,112,527
655,Northfields,Early,87,0,0,0,87
655,Northfields,AMpeak,922,469,94,25,334
655,Northfields,Midday,1024,383,282,11,348
655,Northfields,PMPeak,2092,1188,539,77,289
655,Northfields,Evening,1482,956,262,27,238
655,Northfields,Late,781,99,439,4,240
655,Northfields,Totalday,6389,3095,1615,143,1537
657,Northolt,Early,93,0,0,0,93
657,Northolt,AMpeak,707,569,27,0,111
657,Northolt,Midday,1374,687,378,142,167
657,Northolt,PMPeak,3576,2924,581,0,71
657,Northolt,Evening,1738,1106,296,20,316
657,Northolt,Late,759,262,198,6,292
657,Northolt,Totalday,8247,5549,1481,168,1049
660,NorthwickPark,Early,100,0,0,0,100
660,NorthwickPark,AMpeak,1713,1339,224,0,150
660,NorthwickPark,Midday,1949,1102,470,19,358
660,NorthwickPark,PMPeak,2114,1703,119,44,249
660,NorthwickPark,Evening,1045,719,159,20,146
660,NorthwickPark,Late,357,83,153,15,105
660,NorthwickPark,Totalday,7279,4946,1125,98,1109
661,Northwood,Early,56,2,0,0,54
661,Northwood,AMpeak,867,635,28,0,205
661,Northwood,Midday,749,297,363,72,18
661,Northwood,PMPeak,1355,930,294,32,99
661,Northwood,Evening,801,495,123,11,172
661,Northwood,Late,331,65,116,0,149
661,Northwood,Totalday,4159,2424,924,114,697
662,NorthwoodHills,Early,40,0,0,0,40
662,NorthwoodHills,AMpeak,394,322,46,0,26
662,NorthwoodHills,Midday,604,313,219,2,70
662,NorthwoodHills,PMPeak,1211,865,296,39,10
662,NorthwoodHills,Evening,596,330,100,0,165
662,NorthwoodHills,Late,207,31,35,0,141
662,NorthwoodHills,Totalday,3051,1861,697,42,452
663,NottingHillGate,Early,552,0,0,0,552
663,NottingHillGate,AMpeak,6642,4913,435,328,967
663,NottingHillGate,Midday,6938,2905,2478,647,908
663,NottingHillGate,PMPeak,5301,3067,1616,307,311
663,NottingHillGate,Evening,3360,1983,1102,158,117
663,NottingHillGate,Late,1319,264,585,92,379
663,NottingHillGate,Totalday,24113,13131,6217,1531,3234
664,Oakwood,Early,49,0,0,0,49
664,Oakwood,AMpeak,562,316,49,0,197
664,Oakwood,Midday,1049,400,260,69,321
664,Oakwood,PMPeak,1341,480,197,0,665
664,Oakwood,Evening,903,164,117,0,622
664,Oakwood,Late,585,73,185,1,326
664,Oakwood,Totalday,4489,1433,808,69,2179
665,OldStreet,Early,703,11,0,0,692
665,OldStreet,AMpeak,16526,13778,1088,425,1234
665,OldStreet,Midday,10818,5747,3148,837,1086
665,OldStreet,PMPeak,7476,2027,3234,135,2080
665,OldStreet,Evening,4227,1055,1312,48,1812
665,OldStreet,Late,1992,156,407,116,1312
665,OldStreet,Totalday,41742,22775,9189,1563,8216
667,Osterley,Early,65,0,0,0,65
667,Osterley,AMpeak,581,416,27,19,119
667,Osterley,Midday,588,192,203,24,168
667,Osterley,PMPeak,1317,1078,168,39,32
667,Osterley,Evening,863,769,78,6,9
667,Osterley,Late,339,149,98,0,92
667,Osterley,Totalday,3752,2604,575,89,484
668,Oval,Early,160,0,0,0,160
668,Oval,AMpeak,2297,1772,239,35,252
668,Oval,Midday,2216,1019,1034,100,63
668,Oval,PMPeak,2592,1470,478,178,465
668,Oval,Evening,1890,1202,431,53,204
668,Oval,Late,1018,268,477,1,273
668,Oval,Totalday,10173,5730,2659,368,1417
669,OxfordCircus,Early,2903,1,0,0,2902
669,OxfordCircus,AMpeak,44874,39257,2322,601,2694
669,OxfordCircus,Midday,47025,17780,23280,3156,2809
669,OxfordCircus,PMPeak,23661,4761,13246,1011,4644
669,OxfordCircus,Evening,6646,1093,3794,529,1230
669,OxfordCircus,Late,1187,386,565,24,212
669,OxfordCircus,Totalday,126296,63278,43207,5322,14490
670,Paddington,Early,1817,0,2,0,1815
670,Paddington,AMpeak,19038,14696,1527,1008,1808
670,Paddington,Midday,20422,9571,7425,2607,820
670,Paddington,PMPeak,24771,17256,5202,1472,841
670,Paddington,Evening,9893,5830,2955,504,604
670,Paddington,Late,4347,913,1547,388,1498
670,Paddington,Totalday,80288,48266,18658,5979,7385
671,ParkRoyal,Early,188,0,0,0,188
671,ParkRoyal,AMpeak,1373,1184,72,1,116
671,ParkRoyal,Midday,591,346,223,0,22
671,ParkRoyal,PMPeak,625,462,141,0,23
671,ParkRoyal,Evening,341,140,168,26,7
671,ParkRoyal,Late,116,50,21,6,40
671,ParkRoyal,Totalday,3235,2180,626,33,396
672,ParsonsGreen,Early,162,0,0,0,162
672,ParsonsGreen,AMpeak,2981,2197,326,0,458
672,ParsonsGreen,Midday,2132,1076,905,52,100
672,ParsonsGreen,PMPeak,3164,1869,879,51,364
672,ParsonsGreen,Evening,2155,1412,633,0,110
672,ParsonsGreen,Late,701,214,284,0,202
672,ParsonsGreen,Totalday,11294,6769,3027,103,1396
673,Perivale,Early,102,0,0,0,102
673,Perivale,AMpeak,554,509,0,0,45
673,Perivale,Midday,649,429,151,0,69
673,Perivale,PMPeak,1659,1321,110,60,169
673,Perivale,Evening,719,346,203,19,151
673,Perivale,Late,277,185,74,0,18
673,Perivale,Totalday,3959,2790,537,79,554
674,PiccadillyCircus,Early,856,0,0,0,856
674,PiccadillyCircus,AMpeak,15070,12846,722,381,1121
674,PiccadillyCircus,Midday,19534,5955,9697,2234,1648
674,PiccadillyCircus,PMPeak,13625,2267,6524,1247,3587
674,PiccadillyCircus,Evening,6195,733,3177,280,2005
674,PiccadillyCircus,Late,1471,237,278,91,866
674,PiccadillyCircus,Totalday,56753,22037,20399,4234,10084
776,Pimlico,Early,263,0,0,0,263
776,Pimlico,AMpeak,6642,5687,217,171,566
776,Pimlico,Midday,4697,1701,1969,750,276
776,Pimlico,PMPeak,3139,1445,1071,441,182
776,Pimlico,Evening,2236,1098,926,114,98
776,Pimlico,Late,1128,159,409,98,462
776,Pimlico,Totalday,18105,10090,4593,1574,1848
675,Pinner,Early,34,0,0,0,34
675,Pinner,AMpeak,367,221,35,76,35
675,Pinner,Midday,858,342,394,63,59
675,Pinner,PMPeak,2381,1742,369,30,240
675,Pinner,Evening,1259,961,219,0,79
675,Pinner,Late,391,86,205,25,74
675,Pinner,Totalday,5288,3352,1222,194,521
676,Plaistow,Early,143,0,0,0,143
676,Plaistow,AMpeak,1092,774,73,0,245
676,Plaistow,Midday,1710,881,668,42,120
676,Plaistow,PMPeak,3279,1373,1578,0,328
676,Plaistow,Evening,1705,1128,488,0,89
676,Plaistow,Late,835,307,152,0,376
676,Plaistow,Totalday,8765,4464,2958,42,1301
677,PrestonRoad,Early,61,0,0,0,61
677,PrestonRoad,AMpeak,407,283,67,0,58
677,PrestonRoad,Midday,1028,205,608,38,177
677,PrestonRoad,PMPeak,2281,1615,365,40,261
677,PrestonRoad,Evening,1041,791,189,13,49
677,PrestonRoad,Late,392,62,180,5,145
677,PrestonRoad,Totalday,5211,2956,1408,96,751
678,PutneyBridge,Early,103,0,0,0,103
678,PutneyBridge,AMpeak,2210,1781,185,10,233
678,PutneyBridge,Midday,1885,877,682,277,49
678,PutneyBridge,PMPeak,2583,1523,951,91,18
678,PutneyBridge,Evening,1644,868,721,50,6
678,PutneyBridge,Late,710,179,345,12,174
678,PutneyBridge,Totalday,9136,5227,2885,440,584
680,Queen'sPark,Early,46,0,0,0,46
680,Queen'sPark,AMpeak,788,614,30,0,144
680,Queen'sPark,Midday,1546,654,522,92,279
680,Queen'sPark,PMPeak,2831,1464,1036,95,237
680,Queen'sPark,Evening,2067,1417,525,96,30
680,Queen'sPark,Late,926,163,513,37,213
680,Queen'sPark,Totalday,8204,4311,2626,319,948
679,Queensbury,Early,69,0,0,0,69
679,Queensbury,AMpeak,447,351,23,0,74
679,Queensbury,Midday,1084,358,452,59,215
679,Queensbury,PMPeak,3933,2088,435,90,1319
679,Queensbury,Evening,1546,884,315,0,346
679,Queensbury,Late,413,233,25,14,141
679,Queensbury,Totalday,7491,3915,1250,163,2164
681,Queensway,Early,197,0,0,0,197
681,Queensway,AMpeak,1921,1364,221,27,309
681,Queensway,Midday,3241,1488,972,689,92
681,Queensway,PMPeak,3260,1462,668,491,639
681,Queensway,Evening,2496,1150,757,325,263
681,Queensway,Late,1392,332,261,226,572
681,Queensway,Totalday,12506,5796,2880,1757,2073
682,RavenscourtPark,Early,68,0,0,0,68
682,RavenscourtPark,AMpeak,1860,1606,128,9,117
682,RavenscourtPark,Midday,984,623,191,134,34
682,RavenscourtPark,PMPeak,1180,563,306,216,95
682,RavenscourtPark,Evening,734,462,118,13,141
682,RavenscourtPark,Late,380,124,94,51,111
682,RavenscourtPark,Totalday,5206,3378,837,423,568
683,RaynersLane,Early,59,0,0,0,59
683,RaynersLane,AMpeak,772,626,1,0,146
683,RaynersLane,Midday,1347,637,507,109,94
683,RaynersLane,PMPeak,2962,1556,855,131,420
683,RaynersLane,Evening,1471,1009,276,63,124
683,RaynersLane,Late,661,327,137,0,198
683,RaynersLane,Totalday,7272,4154,1775,302,1040
684,Redbridge,Early,92,0,0,0,92
684,Redbridge,AMpeak,234,176,4,0,53
684,Redbridge,Midday,798,359,415,0,24
684,Redbridge,PMPeak,1856,1656,156,0,44
684,Redbridge,Evening,1095,648,356,92,0
684,Redbridge,Late,404,55,298,0,50
684,Redbridge,Totalday,4479,2895,1229,92,263
685,Regent'sPark,Early,103,0,0,0,103
685,Regent'sPark,AMpeak,2574,2330,124,15,105
685,Regent'sPark,Midday,2099,889,900,227,83
685,Regent'sPark,PMPeak,775,265,398,97,15
685,Regent'sPark,Evening,259,142,82,22,12
685,Regent'sPark,Late,113,58,29,18,7
685,Regent'sPark,Totalday,5922,3684,1534,379,325
686,Richmond,Early,365,0,0,0,365
686,Richmond,AMpeak,5169,3746,365,18,1040
686,Richmond,Midday,4425,1996,1486,576,366
686,Richmond,PMPeak,5179,2876,1584,629,90
686,Richmond,Evening,1693,1288,339,36,30
686,Richmond,Late,775,228,203,22,323
686,Richmond,Totalday,17606,10133,3978,1280,2214
687,Rickmansworth,Early,49,0,0,0,49
687,Rickmansworth,AMpeak,962,830,15,0,117
687,Rickmansworth,Midday,464,157,109,57,141
687,Rickmansworth,PMPeak,1023,649,278,43,53
687,Rickmansworth,Evening,880,548,324,0,8
687,Rickmansworth,Late,413,72,108,10,223
687,Rickmansworth,Totalday,3792,2256,833,110,592
688,RodingValley,Early,0,0,0,0,0
688,RodingValley,AMpeak,20,20,0,0,0
688,RodingValley,Midday,121,79,34,5,3
688,RodingValley,PMPeak,311,289,22,0,0
688,RodingValley,Evening,111,75,34,1,0
688,RodingValley,Late,55,0,5,0,50
688,RodingValley,Totalday,618,463,95,7,53
690,RoyalOak,Early,78,0,0,0,78
690,RoyalOak,AMpeak,991,791,91,0,109
690,RoyalOak,Midday,830,337,197,109,187
690,RoyalOak,PMPeak,1118,724,174,0,220
690,RoyalOak,Evening,721,450,228,0,44
690,RoyalOak,Late,230,113,54,0,63
690,RoyalOak,Totalday,3969,2414,744,109,702
691,Ruislip,Early,45,3,0,0,42
691,Ruislip,AMpeak,311,261,24,0,27
691,Ruislip,Midday,949,344,489,47,69
691,Ruislip,PMPeak,1281,970,291,3,17
691,Ruislip,Evening,505,402,59,39,5
691,Ruislip,Late,173,27,58,12,76
691,Ruislip,Totalday,3264,2008,921,100,235
692,RuislipGardens,Early,16,0,0,0,16
692,RuislipGardens,AMpeak,164,150,0,0,14
692,RuislipGardens,Midday,268,109,103,57,0
692,RuislipGardens,PMPeak,743,620,112,0,11
692,RuislipGardens,Evening,348,266,71,6,5
692,RuislipGardens,Late,117,54,53,0,10
692,RuislipGardens,Totalday,1656,1198,338,63,56
693,RuislipManor,Early,31,14,0,0,17
693,RuislipManor,AMpeak,482,432,26,0,24
693,RuislipManor,Midday,746,228,354,7,156
693,RuislipManor,PMPeak,1383,861,332,0,189
693,RuislipManor,Evening,567,385,148,16,18
693,RuislipManor,Late,154,75,30,1,48
693,RuislipManor,Totalday,3362,1995,890,25,452
694,RussellSquare,Early,303,0,0,0,303
694,RussellSquare,AMpeak,5251,4176,355,177,543
694,RussellSquare,Midday,6778,3049,2427,1134,168
694,RussellSquare,PMPeak,3558,1550,886,853,269
694,RussellSquare,Evening,1696,399,549,477,271
694,RussellSquare,Late,1066,73,392,300,301
694,RussellSquare,Totalday,18651,9246,4609,2941,1856
698,SevenSisters,Early,843,0,0,0,843
698,SevenSisters,AMpeak,6641,5327,399,7,907
698,SevenSisters,Midday,9845,5111,3034,554,1147
698,SevenSisters,PMPeak,20701,14308,2937,761,2696
698,SevenSisters,Evening,10370,7480,2081,53,756
698,SevenSisters,Late,5299,1495,2035,68,1701
698,SevenSisters,Totalday,53700,33721,10486,1444,8050
700,Shepherd'sBush(Cen,Early,935,0,0,0,935
700,Shepherd'sBush(Cen,AMpeak,6186,4509,372,31,1275
700,Shepherd'sBush(Cen,Midday,7917,3067,3256,396,1198
700,Shepherd'sBush(Cen,PMPeak,8861,4976,2332,338,1215
700,Shepherd'sBush(Cen,Evening,5455,3133,1242,677,403
700,Shepherd'sBush(Cen,Late,2332,778,879,32,642
700,Shepherd'sBush(Cen,Totalday,31685,16464,8081,1473,5668
775,Shepherd'sBushMark,Early,61,0,0,0,61
775,Shepherd'sBushMark,AMpeak,592,447,13,0,132
775,Shepherd'sBushMark,Midday,1416,655,524,0,237
775,Shepherd'sBushMark,PMPeak,1655,1291,347,0,17
775,Shepherd'sBushMark,Evening,928,543,291,15,78
775,Shepherd'sBushMark,Late,421,83,240,0,98
775,Shepherd'sBushMark,Totalday,5073,3019,1415,16,623
702,SloaneSquare,Early,744,1,0,0,743
702,SloaneSquare,AMpeak,8349,6511,570,151,1117
702,SloaneSquare,Midday,8276,2704,4611,587,374
702,SloaneSquare,PMPeak,6182,2274,3003,466,439
702,SloaneSquare,Evening,2710,1091,1217,215,187
702,SloaneSquare,Late,768,140,295,54,280
702,SloaneSquare,Totalday,27030,12721,9696,1473,3140
703,Snaresbrook,Early,23,0,0,0,23
703,Snaresbrook,AMpeak,576,372,67,0,136
703,Snaresbrook,Midday,719,254,253,63,149
703,Snaresbrook,PMPeak,1402,1185,169,11,37
703,Snaresbrook,Evening,917,536,296,1,85
703,Snaresbrook,Late,362,39,164,0,159
703,Snaresbrook,Totalday,3999,2386,948,76,590
704,SouthEaling,Early,75,0,0,0,75
704,SouthEaling,AMpeak,802,528,94,24,156
704,SouthEaling,Midday,1177,677,355,57,88
704,SouthEaling,PMPeak,1806,1395,389,0,22
704,SouthEaling,Evening,1197,900,287,4,5
704,SouthEaling,Late,646,156,297,0,193
704,SouthEaling,Totalday,5703,3657,1422,85,539
707,SouthHarrow,Early,69,1,0,0,69
707,SouthHarrow,AMpeak,483,352,26,3,103
707,SouthHarrow,Midday,761,303,397,12,49
707,SouthHarrow,PMPeak,1739,1346,344,20,29
707,SouthHarrow,Evening,712,478,185,6,44
707,SouthHarrow,Late,300,83,126,0,91
707,SouthHarrow,Totalday,4065,2562,1078,40,384
708,SouthKensington,Early,924,1,0,0,923
708,SouthKensington,AMpeak,15674,12156,1633,403,1482
708,SouthKensington,Midday,18766,6159,9384,2698,525
708,SouthKensington,PMPeak,9371,3616,4312,1128,314
708,SouthKensington,Evening,4153,1585,2106,178,284
708,SouthKensington,Late,1498,211,631,219,437
708,SouthKensington,Totalday,50387,23728,18067,4626,3966
709,SouthKenton,Early,3,0,0,0,3
709,SouthKenton,AMpeak,194,134,0,0,60
709,SouthKenton,Midday,245,158,80,0,7
709,SouthKenton,PMPeak,368,237,7,0,124
709,SouthKenton,Evening,222,154,25,0,43
709,SouthKenton,Late,225,75,30,0,121
709,SouthKenton,Totalday,1258,757,142,0,359
710,SouthRuislip,Early,22,0,0,0,22
710,SouthRuislip,AMpeak,363,239,87,0,38
710,SouthRuislip,Midday,405,194,168,0,43
710,SouthRuislip,PMPeak,1038,738,101,14,184
710,SouthRuislip,Evening,530,398,94,0,39
710,SouthRuislip,Late,229,63,143,0,23
710,SouthRuislip,Totalday,2587,1631,593,14,349
711,SouthWimbledon,Early,148,0,0,0,148
711,SouthWimbledon,AMpeak,1479,1191,9,0,279
711,SouthWimbledon,Midday,1381,848,413,64,55
711,SouthWimbledon,PMPeak,2315,1540,346,393,35
711,SouthWimbledon,Evening,1390,655,629,85,22
711,SouthWimbledon,Late,672,225,292,0,155
711,SouthWimbledon,Totalday,7384,4459,1689,542,695
712,SouthWoodford,Early,109,0,0,0,109
712,SouthWoodford,AMpeak,919,754,102,0,63
712,SouthWoodford,Midday,1629,661,699,248,21
712,SouthWoodford,PMPeak,3821,2774,747,131,169
712,SouthWoodford,Evening,2145,1521,431,106,87
712,SouthWoodford,Late,865,405,248,28,184
712,SouthWoodford,Totalday,9488,6114,2227,513,634
705,Southfields,Early,94,0,0,0,94
705,Southfields,AMpeak,1276,909,213,0,154
705,Southfields,Midday,1620,848,653,13,106
705,Southfields,PMPeak,3469,2522,505,13,429
705,Southfields,Evening,2282,1218,858,13,194
705,Southfields,Late,1140,318,449,46,327
705,Southfields,Totalday,9881,5814,2678,85,1304
706,Southgate,Early,60,0,0,0,60
706,Southgate,AMpeak,1143,788,128,55,172
706,Southgate,Midday,1885,1131,550,66,138
706,Southgate,PMPeak,3320,2135,884,145,157
706,Southgate,Evening,1871,1149,477,18,227
706,Southgate,Late,825,288,396,0,142
706,Southgate,Totalday,9104,5490,2435,283,896
784,Southwark,Early,987,10,0,0,977
784,Southwark,AMpeak,12816,10988,137,321,1371
784,Southwark,Midday,6707,3935,1639,678,455
784,Southwark,PMPeak,6873,4217,1948,563,144
784,Southwark,Evening,2106,1068,957,39,42
784,Southwark,Late,829,383,224,0,223
784,Southwark,Totalday,30319,20601,4905,1601,3212
695,St.James'sPark,Early,763,0,0,1,761
695,St.James'sPark,AMpeak,14615,12709,440,387,1079
695,St.James'sPark,Midday,7615,4652,1972,812,179
695,St.James'sPark,PMPeak,2586,903,1311,97,276
695,St.James'sPark,Evening,901,573,226,11,90
695,St.James'sPark,Late,309,98,132,0,80
695,St.James'sPark,Totalday,26789,18935,4081,1308,2465
696,St.John'sWood,Early,516,1,0,0,515
696,St.John'sWood,AMpeak,3930,2805,413,3,709
696,St.John'sWood,Midday,3056,1077,1266,490,223
696,St.John'sWood,PMPeak,2642,1076,927,171,467
696,St.John'sWood,Evening,1743,1094,441,103,105
696,St.John'sWood,Late,698,71,392,4,232
696,St.John'sWood,Totalday,12585,6124,3439,771,2251
697,St.Paul's,Early,1251,0,0,0,1251
697,St.Paul's,AMpeak,15725,12670,1096,365,1594
697,St.Paul's,Midday,9410,3382,3215,2323,490
697,St.Paul's,PMPeak,3507,1318,1704,282,204
697,St.Paul's,Evening,992,312,359,74,247
697,St.Paul's,Late,339,232,76,26,5
697,St.Paul's,Totalday,31225,17914,6450,3069,3791
713,StamfordBrook,Early,36,0,0,0,36
713,StamfordBrook,AMpeak,833,676,19,57,81
713,StamfordBrook,Midday,722,272,391,5,54
713,StamfordBrook,PMPeak,1328,923,386,14,6
713,StamfordBrook,Evening,873,615,140,13,104
713,StamfordBrook,Late,380,65,195,17,103
713,StamfordBrook,Totalday,4173,2551,1131,106,384
714,Stanmore,Early,133,0,0,0,133
714,Stanmore,AMpeak,982,755,31,149,47
714,Stanmore,Midday,1087,524,335,187,40
714,Stanmore,PMPeak,2242,1551,560,56,75
714,Stanmore,Evening,1394,1063,192,85,54
714,Stanmore,Late,624,63,213,145,203
714,Stanmore,Totalday,6462,3957,1331,622,553
715,StepneyGreen,Early,248,0,0,0,248
715,StepneyGreen,AMpeak,2115,1856,63,2,194
715,StepneyGreen,Midday,2657,1630,523,0,503
715,StepneyGreen,PMPeak,2796,480,281,50,1985
715,StepneyGreen,Evening,1699,758,333,117,491
715,StepneyGreen,Late,802,131,130,1,540
715,StepneyGreen,Totalday,10316,4856,1330,171,3960
716,Stockwell,Early,204,0,0,0,204
716,Stockwell,AMpeak,1618,1085,184,41,308
716,Stockwell,Midday,2770,1440,1156,120,54
716,Stockwell,PMPeak,5243,3145,736,196,1165
716,Stockwell,Evening,3962,1466,1662,206,628
716,Stockwell,Late,2031,278,719,0,1034
716,Stockwell,Totalday,15828,7415,4456,564,3394
717,StonebridgePark,Early,73,1,0,0,71
717,StonebridgePark,AMpeak,459,319,49,0,92
717,StonebridgePark,Midday,784,532,177,0,76
717,StonebridgePark,PMPeak,1150,692,96,0,362
717,StonebridgePark,Evening,742,360,227,0,154
717,StonebridgePark,Late,280,62,0,0,219
717,StonebridgePark,Totalday,3488,1966,548,0,974
719,Stratford,Early,3225,37,0,0,3189
719,Stratford,AMpeak,20846,16477,1091,558,2720
719,Stratford,Midday,31897,13036,9372,2421,7067
719,Stratford,PMPeak,42566,24795,8894,1502,7376
719,Stratford,Evening,17300,10863,4145,419,1873
719,Stratford,Late,7190,2333,1605,274,2977
719,Stratford,Totalday,123024,67539,25108,5174,25202
720,SudburyHill,Early,37,0,0,0,37
720,SudburyHill,AMpeak,416,339,55,13,9
720,SudburyHill,Midday,661,403,192,48,19
720,SudburyHill,PMPeak,1360,912,289,0,158
720,SudburyHill,Evening,563,513,43,0,7
720,SudburyHill,Late,183,85,32,32,35
720,SudburyHill,Totalday,3221,2252,612,93,264
721,SudburyTown,Early,38,0,0,0,38
721,SudburyTown,AMpeak,260,150,68,0,41
721,SudburyTown,Midday,480,256,190,3,32
721,SudburyTown,PMPeak,1232,959,195,52,26
721,SudburyTown,Evening,573,401,112,27,32
721,SudburyTown,Late,262,78,47,0,137
721,SudburyTown,Totalday,2846,1844,613,82,307
723,SwissCottage,Early,198,0,0,0,197
723,SwissCottage,AMpeak,2726,2267,126,17,316
723,SwissCottage,Midday,2783,1307,1026,241,210
723,SwissCottage,PMPeak,3365,2037,922,0,407
723,SwissCottage,Evening,2136,1084,613,152,286
723,SwissCottage,Late,979,179,404,124,273
723,SwissCottage,Totalday,12187,6874,3090,533,1691
724,Temple,Early,300,0,0,0,300
724,Temple,AMpeak,6775,5997,231,144,404
724,Temple,Midday,5028,3503,882,464,179
724,Temple,PMPeak,1905,852,977,74,3
724,Temple,Evening,473,127,301,45,0
724,Temple,Late,213,101,81,0,31
724,Temple,Totalday,14694,10579,2472,727,916
725,TheydonBois,Early,0,0,0,0,0
725,TheydonBois,AMpeak,89,58,0,0,31
725,TheydonBois,Midday,247,156,48,9,34
725,TheydonBois,PMPeak,593,479,33,39,43
725,TheydonBois,Evening,269,135,115,5,14
725,TheydonBois,Late,70,32,27,0,11
725,TheydonBois,Totalday,1269,860,223,53,133
726,TootingBec,Early,106,0,0,0,106
726,TootingBec,AMpeak,1282,1062,44,0,176
726,TootingBec,Midday,1869,740,970,69,90
726,TootingBec,PMPeak,4302,2890,1049,224,139
726,TootingBec,Evening,3210,2273,783,92,63
726,TootingBec,Late,1596,360,842,7,387
726,TootingBec,Totalday,12365,7326,3688,392,960
727,TootingBroadway,Early,346,0,0,0,346
727,TootingBroadway,AMpeak,4345,3374,456,48,467
727,TootingBroadway,Midday,5075,2521,1979,24,551
727,TootingBroadway,PMPeak,8153,6018,1553,319,263
727,TootingBroadway,Evening,4972,3602,1127,73,170
727,TootingBroadway,Late,2439,702,911,63,764
727,TootingBroadway,Totalday,25330,16218,6025,527,2560
728,TottenhamCourtRoad,Early,1377,0,0,0,1377
728,TottenhamCourtRoad,AMpeak,19824,16138,1244,383,2059
728,TottenhamCourtRoad,Midday,19831,7563,7829,2499,1941
728,TottenhamCourtRoad,PMPeak,12418,2580,6508,620,2711
728,TottenhamCourtRoad,Evening,4702,899,2094,226,1483
728,TottenhamCourtRoad,Late,1388,207,638,140,404
728,TottenhamCourtRoad,Totalday,59540,27385,18312,3867,9975
729,TottenhamHale,Early,508,0,0,0,508
729,TottenhamHale,AMpeak,2258,1793,193,23,249
729,TottenhamHale,Midday,4359,1444,2112,79,724
729,TottenhamHale,PMPeak,7511,5210,746,815,740
729,TottenhamHale,Evening,3428,2504,729,63,132
729,TottenhamHale,Late,1641,503,894,14,230
729,TottenhamHale,Totalday,19704,11454,4673,994,2583
730,Totteridge&Whetsto,Early,21,0,0,0,21
730,Totteridge&Whetsto,AMpeak,464,264,57,0,143
730,Totteridge&Whetsto,Midday,648,421,85,35,107
730,Totteridge&Whetsto,PMPeak,1433,1057,263,100,12
730,Totteridge&Whetsto,Evening,771,565,191,0,15
730,Totteridge&Whetsto,Late,319,142,97,0,80
730,Totteridge&Whetsto,Totalday,3656,2449,694,135,378
731,TowerHill,Early,581,0,0,0,581
731,TowerHill,AMpeak,9756,8084,309,593,769
731,TowerHill,Midday,9797,3866,2167,2738,1026
731,TowerHill,PMPeak,9152,5361,1729,1117,944
731,TowerHill,Evening,2601,1581,565,269,186
731,TowerHill,Late,385,53,123,17,192
731,TowerHill,Totalday,32272,18946,4894,4734,3698
733,TufnellPark,Early,45,0,0,0,44
733,TufnellPark,AMpeak,632,352,53,0,227
733,TufnellPark,Midday,1007,362,429,162,54
733,TufnellPark,PMPeak,1887,1108,586,138,55
733,TufnellPark,Evening,1402,919,424,21,37
733,TufnellPark,Late,695,220,334,6,135
733,TufnellPark,Totalday,5667,2961,1825,327,553
734,TurnhamGreen,Early,111,0,0,0,111
734,TurnhamGreen,AMpeak,1648,1174,276,0,199
734,TurnhamGreen,Midday,1750,765,885,62,38
734,TurnhamGreen,PMPeak,3023,2098,620,247,58
734,TurnhamGreen,Evening,1862,1385,434,9,35
734,TurnhamGreen,Late,884,159,411,12,301
734,TurnhamGreen,Totalday,9279,5580,2626,330,742
735,TurnpikeLane,Early,130,0,0,0,130
735,TurnpikeLane,AMpeak,1179,934,50,0,195
735,TurnpikeLane,Midday,3233,1550,1304,20,359
735,TurnpikeLane,PMPeak,6119,4579,928,140,472
735,TurnpikeLane,Evening,3876,2581,1022,186,86
735,TurnpikeLane,Late,2220,1031,743,0,446
735,TurnpikeLane,Totalday,16756,10675,4047,345,1688
736,Upminster,Early,177,0,0,0,177
736,Upminster,AMpeak,549,510,5,0,34
736,Upminster,Midday,626,182,405,15,24
736,Upminster,PMPeak,1590,1210,304,38,38
736,Upminster,Evening,772,514,236,0,22
736,Upminster,Late,375,128,92,0,154
736,Upminster,Totalday,4090,2545,1043,53,450
737,UpminsterBridge,Early,21,0,0,0,21
737,UpminsterBridge,AMpeak,600,583,0,0,17
737,UpminsterBridge,Midday,437,203,201,33,0
737,UpminsterBridge,PMPeak,677,617,50,0,9
737,UpminsterBridge,Evening,245,142,39,52,11
737,UpminsterBridge,Late,119,0,70,0,49
737,UpminsterBridge,Totalday,2099,1546,361,85,107
738,Upney,Early,44,21,0,0,24
738,Upney,AMpeak,478,393,47,1,38
738,Upney,Midday,843,196,334,20,293
738,Upney,PMPeak,1880,1352,153,27,347
738,Upney,Evening,719,584,121,0,14
738,Upney,Late,194,183,0,0,11
738,Upney,Totalday,4157,2728,654,48,726
739,UptonPark,Early,140,0,0,0,140
739,UptonPark,AMpeak,1433,912,96,0,424
739,UptonPark,Midday,3415,1753,1109,196,357
739,UptonPark,PMPeak,5742,4534,895,173,140
739,UptonPark,Evening,3059,2500,523,0,36
739,UptonPark,Late,1447,832,215,10,391
739,UptonPark,Totalday,15237,10532,2838,379,1488
740,Uxbridge,Early,340,1,0,0,339
740,Uxbridge,AMpeak,4661,3689,521,4,446
740,Uxbridge,Midday,3729,1889,1564,143,133
740,Uxbridge,PMPeak,2688,1931,619,22,116
